TEMPLATE_ID,SUBJECT_ID,AGE,SKIN_COLOUR,GENDER,HEAD_POSE,SOURCE,GLASSES,BOUNDING_BOX_SIZE
24736,1628,1,1,0,1,1,0,1
72598,14104,0,0,0,1,1,0,1
96887,27635,2,0,0,1,1,0,0
124006,28435,1,0,0,1,1,1,1
65257,13454,0,1,1,1,0,0,0
59694,13203,1,0,0,0,1,1,0
101449,27762,1,0,0,1,1,0,1
85723,27316,1,0,1,1,1,0,1
14763,641,1,0,1,1,1,0,1
134332,28761,1,0,1,0,1,0,1
98399,27677,1,0,0,1,1,0,1
22318,1319,1,1,0,1,0,0,1
142912,29369,0,1,0,0,0,0,1
134016,28753,0,1,1,0,1,0,1
63392,13377,1,0,0,1,1,0,1
132210,28702,1,0,1,1,1,0,1
66665,13545,0,0,1,0,0,0,0
72134,14071,1,0,0,0,1,1,1
105733,27874,0,0,1,0,1,0,1
122301,28395,1,0,0,0,1,1,0
48678,12618,1,0,1,1,1,0,1
110140,28015,1,0,1,1,1,0,1
130771,28653,1,1,0,1,1,0,1
152551,27150,0,0,0,0,0,0,1
21088,1247,1,0,0,1,1,0,1
7955,304,1,0,0,1,1,1,1
150993,30991,0,0,0,0,0,0,1
117182,28234,0,0,0,0,1,0,1
88163,27381,1,0,0,1,1,1,0
74066,26990,2,0,0,1,1,1,1
34158,2477,1,0,0,1,1,0,1
81956,27202,1,0,0,0,1,0,1
31502,2405,1,0,0,1,1,0,0
68017,13654,0,0,0,0,1,0,1
10141,378,1,0,0,1,1,1,1
3852,87,1,0,0,1,1,0,1
48464,12605,0,0,1,1,1,0,1
78116,27097,0,0,1,1,1,0,1
149022,30593,1,1,1,1,0,1,1
85230,27296,1,0,0,0,1,1,1
136840,28830,1,0,1,0,1,0,1
80776,27174,1,0,0,0,1,0,0
77761,27087,1,0,1,1,1,0,1
57283,13049,0,0,1,1,0,0,1
77196,27075,1,0,0,1,1,1,1
1953,51,2,1,0,1,1,1,1
107205,27915,1,1,0,0,1,1,0
13921,581,1,0,0,0,1,1,0
134859,28778,1,0,0,1,1,1,1
81133,27181,1,0,0,1,1,0,1
53439,12807,1,1,1,1,1,0,1
45915,12463,1,1,1,1,1,0,1
146151,30015,0,0,1,1,0,0,1
87724,27371,1,0,0,1,1,0,1
144221,29633,1,0,1,1,0,0,1
104340,27835,1,0,0,1,1,1,1
69424,13898,1,0,1,1,0,0,0
11372,417,1,1,0,1,1,0,0
131560,28681,0,0,0,0,1,0,1
143540,29498,1,0,1,1,0,0,1
119443,28302,0,1,1,0,1,0,1
114229,28150,0,0,1,0,1,0,1
84227,27264,1,0,0,0,1,0,1
50291,12666,0,0,1,0,0,0,1
54262,12876,1,0,0,0,1,0,1
140562,28930,2,0,0,0,1,1,1
73364,26970,1,1,0,1,0,1,1
4018,91,1,1,0,0,1,1,1
114599,28163,1,0,0,1,1,1,0
20946,1244,1,0,0,1,1,0,1
155997,31998,1,1,0,1,0,0,1
55233,12927,1,1,0,1,0,1,0
4056,94,1,0,0,0,1,0,1
79883,27150,0,0,0,1,1,0,1
11665,454,1,1,0,1,0,1,0
74915,27012,1,0,0,1,1,0,1
89077,27405,1,0,0,0,1,0,1
32925,2465,0,0,1,0,1,0,1
92186,27486,1,0,0,1,1,1,1
61997,13319,0,0,0,0,1,0,0
86989,27349,1,0,1,1,1,0,1
39566,3566,1,0,0,1,1,0,1
24542,1573,1,0,0,0,1,1,1
126140,28510,0,1,0,1,1,0,1
44679,12106,1,1,1,1,1,0,1
38289,3310,1,0,1,0,0,0,0
48459,12605,0,0,1,0,0,0,1
122682,28405,1,0,0,1,1,1,1
44570,12074,1,1,0,1,1,0,1
84541,27275,1,0,1,1,1,0,1
36381,2683,2,0,0,0,1,1,0
88149,27381,1,0,0,0,1,1,1
73299,26969,2,1,0,1,1,1,1
36717,2819,1,0,0,1,1,0,1
126107,28509,1,0,0,1,1,0,1
14837,652,2,0,0,1,1,0,1
120060,28323,0,0,0,1,1,0,1
112641,28100,1,0,0,0,1,0,0
153713,31548,0,0,1,1,0,0,1
122236,28393,1,0,0,1,1,0,0
115580,28189,1,0,1,0,1,0,0
41802,9996,0,1,0,1,0,0,1
10136,378,1,0,0,1,1,1,1
109214,27982,1,0,1,0,1,1,1
131285,28670,1,1,1,0,1,0,1
15288,743,1,0,0,1,1,1,1
148342,30457,0,1,0,0,0,0,1
90761,27449,2,0,0,0,0,1,1
146078,30001,0,0,0,0,0,0,1
157631,32325,1,1,1,0,0,0,1
111167,28050,1,1,0,1,1,1,1
32134,2460,1,0,0,0,1,1,1
84252,27265,1,0,0,1,1,1,1
121279,28357,1,0,0,0,1,1,1
108392,27958,1,0,1,1,1,0,1
146091,30004,0,1,0,0,0,0,1
16373,772,1,0,0,0,1,1,1
145883,29964,0,0,1,0,0,0,1
74478,27004,0,1,1,0,1,0,1
8263,311,0,1,1,1,1,0,0
129260,28602,0,0,1,1,0,0,0
109689,27999,0,0,0,1,1,0,1
106000,27882,0,0,1,1,0,0,0
129314,28603,1,0,0,1,0,0,0
23329,1406,1,0,1,0,1,0,1
29623,2129,2,0,0,0,1,0,1
34495,2477,1,0,0,1,1,0,1
31748,2421,1,0,0,0,1,0,1
38773,3379,1,0,1,1,1,0,1
71773,14055,1,0,1,1,1,0,1
80744,27171,1,0,1,1,1,0,1
129587,28617,1,0,0,1,1,1,1
137827,28849,1,0,1,0,1,0,1
55371,12931,0,0,1,0,1,0,0
91313,27467,1,1,0,1,1,0,1
53298,12804,1,0,1,1,1,0,1
72579,14104,0,0,0,1,1,0,1
129636,28619,1,1,0,0,1,0,1
47242,12553,1,0,0,0,0,0,0
50375,12673,1,0,0,1,0,0,1
62327,13331,1,0,0,1,1,1,1
103921,27822,1,0,0,0,1,0,1
109913,28008,1,1,0,0,1,0,1
18854,1052,1,0,0,0,0,0,1
24504,1571,1,0,0,0,1,0,1
93818,27526,1,0,0,0,1,1,0
86082,27325,1,0,0,1,1,1,0
20128,1244,1,0,0,0,1,0,1
57712,13084,0,0,1,0,1,0,1
153530,31516,1,1,0,1,0,0,1
44013,12016,1,0,1,0,1,0,0
128169,28567,1,0,0,1,0,0,0
94679,27555,2,0,0,1,1,0,0
27012,1825,1,0,0,0,1,0,1
40629,9825,0,1,1,1,1,0,0
16130,750,2,0,0,0,1,1,1
79894,27151,1,0,1,1,1,0,1
37895,3214,2,0,0,1,1,0,1
29874,2215,1,0,0,0,1,1,1
128597,28584,1,0,1,0,0,0,0
52725,12772,1,0,0,1,1,1,1
144282,29648,0,0,1,0,0,0,1
54282,12879,0,1,0,1,1,0,1
11251,415,2,0,0,1,1,0,1
20015,1244,1,0,0,1,1,0,1
83440,27240,1,0,0,1,1,1,1
35330,2500,1,0,0,1,1,0,1
4067,94,1,0,0,0,1,0,1
81015,27179,1,0,1,0,1,1,1
103025,27800,2,0,0,0,1,0,1
45916,12463,1,1,1,1,1,0,1
108952,27973,1,0,1,0,1,0,1
154291,31661,1,1,1,1,0,1,1
70662,13985,0,0,1,0,1,0,1
30205,2285,2,0,0,1,0,0,0
34345,2477,1,0,0,1,1,0,1
19887,1238,1,0,0,1,1,0,1
136554,28822,1,0,1,1,0,0,0
142540,29293,1,1,1,0,0,0,1
58889,13151,1,0,0,0,1,1,1
77389,27079,2,0,0,1,1,0,1
130260,28638,1,0,1,1,1,1,1
36740,2830,1,0,0,1,1,0,1
84914,27286,1,0,1,0,1,0,1
34128,2477,1,0,0,0,1,0,1
51001,12707,1,1,0,1,1,1,1
47370,12561,0,0,1,0,0,0,0
17201,841,1,1,0,1,1,1,1
77178,27075,1,0,0,0,1,1,1
103098,27801,1,1,0,1,1,1,1
123456,28422,2,0,0,1,0,0,0
157130,32226,1,1,0,1,0,0,1
52831,12774,0,0,1,1,1,0,0
716,13,1,0,0,1,0,0,1
32505,2460,2,0,0,0,1,1,1
102086,27777,1,0,1,0,1,0,1
23513,1428,1,0,0,1,1,1,1
83454,27240,2,0,0,1,1,1,1
90449,27441,1,0,1,0,1,0,1
137135,28838,1,1,0,0,1,1,1
141782,13253,1,1,1,0,0,0,1
48664,12618,1,0,1,1,1,0,1
2778,68,1,0,0,1,1,0,1
962,18,1,1,0,1,1,1,1
96297,27614,0,0,0,0,1,0,1
122950,28411,1,0,0,1,0,0,0
108285,27950,0,0,0,0,1,0,1
14733,637,1,0,0,1,1,0,1
107010,27909,1,0,0,1,1,1,1
117200,28235,1,0,0,1,1,1,1
30138,2282,2,0,0,0,1,1,1
133590,28740,1,0,1,1,1,0,1
24503,1571,1,0,0,0,1,0,1
122397,28397,2,0,0,1,1,0,1
141539,29093,1,0,0,1,0,1,1
86571,27339,0,1,0,1,0,0,0
69541,13906,0,0,1,1,0,0,1
58885,13151,1,0,0,0,1,1,1
152908,31392,0,1,0,0,0,0,1
111613,28067,1,0,0,1,1,1,1
9742,371,1,0,1,0,1,0,0
11252,415,2,0,0,1,1,0,1
30478,2336,2,0,0,0,1,1,1
53380,12806,0,0,1,1,0,0,0
72449,14094,1,0,1,0,1,0,1
67040,13592,0,0,1,1,0,0,0
82375,27213,2,0,0,0,1,0,0
144824,29752,0,0,1,1,0,0,1
115192,28180,1,0,0,0,1,1,1
76622,27058,1,0,0,1,1,1,1
78586,27109,1,0,0,0,1,1,1
134145,28756,1,0,0,1,1,1,1
20305,1244,1,0,0,0,1,0,1
101498,27763,1,0,1,1,1,0,1
69312,13892,1,0,1,0,1,0,1
52946,12781,1,1,1,0,0,0,0
116565,28216,1,0,0,0,1,0,1
69175,13890,0,0,1,0,1,0,1
35726,2538,1,1,0,1,1,0,1
95626,27583,1,0,0,1,0,0,0
62008,13319,0,0,0,0,1,0,0
123179,28417,1,0,0,1,1,1,0
151479,31095,0,0,1,0,0,0,1
105852,27877,1,1,0,1,1,0,1
133139,28724,2,0,0,1,1,0,0
53303,12804,1,0,1,1,1,0,1
100818,27743,1,0,0,0,1,1,0
108931,27972,1,0,1,1,1,1,1
18240,1001,0,0,0,0,1,0,1
44271,12048,0,0,1,1,0,0,0
69943,13940,0,1,1,1,1,0,1
87258,27356,1,0,0,0,1,0,1
66379,13532,1,0,0,0,1,0,1
120957,28350,0,0,1,1,1,0,1
77396,27079,2,0,0,1,1,0,1
94807,27559,1,0,0,1,1,1,0
119601,28305,0,0,1,1,1,0,1
54941,12909,1,0,0,0,1,0,1
26762,1825,2,0,0,1,1,0,1
106005,27882,0,0,1,1,1,0,1
142752,29336,0,0,0,0,0,0,1
33342,2465,0,0,1,0,1,0,1
53406,12807,1,1,1,1,1,0,1
107448,27922,0,1,0,1,1,0,1
136046,28809,1,1,0,1,0,0,1
130806,28654,0,0,0,1,0,0,0
128243,28570,1,0,0,1,1,1,1
36341,2683,2,0,0,0,1,1,0
75036,27014,1,0,1,0,1,0,1
76589,27058,1,0,0,0,1,1,1
150556,30907,0,0,0,1,0,0,1
148494,30489,0,0,0,1,0,0,1
83772,27250,1,0,0,1,1,0,1
15541,743,1,0,0,0,1,1,1
16452,776,0,0,0,1,1,0,1
27915,1826,1,0,0,1,1,0,1
2632,68,1,0,0,1,1,0,1
146120,30009,0,0,0,1,0,0,1
7804,304,1,0,0,0,1,1,1
130670,28650,1,1,1,1,1,0,1
73032,14143,0,0,1,1,1,0,0
37844,3192,1,0,0,1,1,0,0
107319,27918,1,0,1,1,1,0,1
20735,1244,1,0,0,1,1,0,0
47143,12542,1,0,1,0,1,0,1
26515,1825,1,0,0,1,1,0,1
131547,28681,0,0,0,1,1,0,1
142071,29204,0,0,0,1,0,0,1
112537,28097,0,0,1,1,1,0,1
46007,12463,1,1,1,1,1,0,1
109498,27991,1,0,0,1,1,0,1
6185,179,1,0,0,0,1,0,1
23852,1518,1,0,0,0,0,0,1
132598,28713,1,1,0,0,1,0,0
58629,13146,0,0,1,1,1,0,1
80883,27175,0,0,1,1,0,0,0
37110,2906,1,0,1,0,1,0,1
67489,13622,1,0,1,1,0,0,0
23168,1394,1,1,0,0,1,0,1
59974,13225,1,1,1,1,0,0,0
102073,27777,1,0,1,0,1,0,1
35324,2500,1,0,0,1,1,0,1
70678,13985,0,0,1,1,1,0,1
91249,27465,0,1,0,1,1,0,1
110239,28017,1,0,1,1,1,0,1
142285,29247,1,1,1,1,1,0,1
56848,13018,1,1,0,0,1,0,1
118571,28278,1,0,1,1,1,0,1
9589,367,1,0,0,0,1,0,0
123777,28429,0,0,1,0,1,0,1
156864,32173,2,1,0,1,0,0,1
152811,31373,0,1,0,0,0,0,1
48734,12618,1,0,1,0,1,0,1
18002,969,1,0,0,1,1,0,1
56228,12978,1,0,0,1,0,0,0
79707,27144,1,0,1,1,1,0,1
48546,12613,1,0,1,0,1,0,1
26403,1825,1,0,0,0,1,0,1
128171,28569,0,1,1,1,1,0,0
70458,13972,0,0,1,1,0,0,0
144612,29711,0,1,0,0,0,0,1
96845,27634,1,1,1,0,1,0,1
116882,28223,1,1,1,1,0,0,0
55310,12929,0,0,0,0,1,0,1
8071,304,1,0,0,0,1,1,1
23813,1506,1,0,0,1,1,0,1
3825,86,1,1,0,1,1,0,1
94768,27557,0,1,0,1,1,0,0
27942,1826,1,0,0,0,1,0,1
76978,27064,1,0,1,0,1,0,1
103306,27807,1,0,0,1,1,1,0
123561,28425,1,0,0,0,1,0,0
48778,12618,1,0,1,0,1,0,1
93178,27513,1,0,0,0,0,0,0
16083,750,2,0,0,0,1,1,1
105708,27873,1,0,0,1,0,0,0
69353,13896,2,0,0,1,1,1,1
154325,31667,0,0,1,1,1,0,1
85469,27308,1,0,1,1,1,1,1
146624,30113,1,1,1,0,0,0,1
155579,31921,1,0,1,1,0,0,1
48091,12593,1,0,1,0,1,0,1
98821,27686,0,0,1,1,1,0,1
69750,13937,0,0,0,1,1,0,1
144428,12565,0,0,1,0,0,0,1
